traffic_load,num_users,packet_count,avg_packet_size,allocated_bandwidth
0.07696024426722685,0.875,0.0,0.5711141678129298,236040.19999999998
0.010027545794969724,0.5,0.0,0.4745529573590096,30757.499999999996
0.08274990522502808,0.75,0.0,0.4745529573590096,253797.09999999998
0.018397642231499253,0.5,0.0,0.4745529573590096,56428.6
0.057656505374613906,0.5,0.0,0.4745529573590096,176835.59999999998
0.04857796459649826,0.625,0.0,0.35921595598349376,148991.69999999998
0.07775519002809812,0.75,0.0,0.1610729023383769,238478.3
0.018895881277144384,0.625,0.0,0.28817056396148555,57956.7
0.05469354646917868,0.75,0.0,0.29133425034387894,167748.19999999998
0.052511382696657775,0.625,0.0,0.2590784044016506,161055.5
0.06328160822343203,0.625,0.0,0.04559834938101788,194087.8
0.15142039210477123,0.75,0.0,0.15144429160935352,464409.6
0.05076126954869311,0.625,0.0,0.06602475928473178,155687.9
0.09331471841049191,0.5,0.0,0.3940852819807428,286199.39999999997
0.08523516631894922,0.75,0.0,0.4745529573590096,261419.4
0.08607050984027821,0.625,0.0,0.3562585969738652,263981.39999999997
0.009943554970967248,0.75,0.0,0.41636863823933973,30499.899999999998
0.08457693388301675,0.625,0.0,0.03947730398899588,259400.59999999998
0.02181958360179585,0.375,0.0,0.5029573590096286,66923.7
0.08588153048627263,0.625,0.0,0.42675378266850067,263401.8
0.10945350959538104,0.625,0.0,0.27895460797799176,335697.1
0.003789857697177018,0.5,0.0,0.31850068775790924,11626.5
0.05034336955209382,0.5,0.0,0.13596973865199452,154406.19999999998
0.0741022738917947,0.625,0.0,0.4745529573590096,227274.8
0.10750505942008444,0.5,0.0,0.29401650618982117,329721.19999999995
0.10096701283210896,0.75,0.0,0.2878266850068776,309669.0
0.11855784103412788,0.75,0.0,0.26767537826685006,363620.1
0.07860719477266673,0.5,0.0,0.17977991746905087,241091.4
0.04936104208876049,0.75,0.0,0.1266850068775791,151393.4
0.10434855644194785,0.5,0.0,0.3059834938101788,320040.19999999995
0.005574206235360091,0.375,0.0,0.5702888583218707,17099.1
0.003635570205259423,0.375,0.0,0.38342503438789544,11153.3
0.008432633082661806,0.5,0.0,0.6656808803301238,25865.899999999998
0.0034249084374488605,0.25,0.0,0.46286107290233836,10507.199999999999
0.003189825424615839,0.25,0.0,0.4887207702888583,9786.199999999999
0.007820276069622002,0.5,0.0,0.34456671251719395,23987.8
0.012622816609459329,0.125,0.0,0.6660247592847318,38717.2
0.012307622783515248,0.375,0.0,0.40543328748280605,37750.5
0.011080169926218169,0.125,0.0,0.27138927097661625,33985.9
0.011635467955560638,0.0,0.0,0.1237276478679505,35689.0
0.011303612906376935,0.125,0.0,0.6861072902338377,34671.2
0.011969377128157445,0.375,0.0,0.9669876203576341,36713.1
0.01007775770062338,0.25,0.0,0.9275103163686381,30911.499999999996
0.009786072175962602,0.125,0.0,0.7727647867950481,30016.899999999998
0.012783722943485815,0.125,0.0,0.8698762035763411,39210.7
0.009061194847071652,0.0,0.0,0.7332874828060523,27793.699999999997
0.0092529130322947,0.125,0.0,0.6756533700137553,28381.699999999997
0.009459694789213843,0.25,0.0,0.7727647867950481,29015.899999999998
0.03275413900161842,0.5,0.0,0.5390646492434663,100460.0
0.0012639706068633741,0.125,0.0,0.7727647867950481,3879.6
0.0008227905449155766,0.25,0.0,0.7727647867950481,2526.5
0.0005959240257349711,0.125,0.0,0.9275103163686381,1830.6999999999998
0.00022161709268045073,0.125,0.0,0.7727647867950481,682.6999999999999
0.00045350480242642183,0.125,0.0,0.7727647867950481,1393.8999999999999
0.001204401027883356,0.125,0.0,0.9275103163686381,3696.8999999999996
0.0011808927266000536,0.25,0.0,0.7727647867950481,3624.7999999999997
0.0005012061127973943,0.125,0.0,0.8698762035763411,1540.1999999999998
0.0007239643851517917,0.125,0.0,0.8698762035763411,2223.3999999999996
0.0008677530240690769,0.125,0.0,0.8698762035763411,2664.3999999999996
0.00027502430142115666,0.125,0.0,0.9669876203576341,846.5
0.0008113787481761096,0.125,0.0,0.9669876203576341,2491.5
0.0009122590313529985,0.125,0.0,0.6938101788170563,2800.8999999999996
0.0006744371873025045,0.125,0.0,0.9669876203576341,2071.5
0.0006080205302788061,0.125,0.0,0.9669876203576341,1867.8
0.000906553132983265,0.125,0.0,0.9669876203576341,2783.3999999999996
0.00027502430142115666,0.125,0.0,0.9669876203576341,846.5
0.0015337454817843758,0.125,0.0,0.9669876203576341,4707.0
0.00031108557911787264,0.125,0.0,0.9669876203576341,957.0999999999999
0.0018802076307945965,0.25,0.0,0.9669876203576341,5769.599999999999
0.0007634492018703478,0.25,0.0,0.9669876203576341,2344.5
0.0032756421360966314,0.25,0.0,0.9669876203576341,10049.4
0.032189939770819166,0.25,0.0,0.9669876203576341,98729.59999999999
0.02298495628483023,0.375,0.0,0.9669876203576341,70497.9
0.019587892631425668,0.375,0.0,0.9669876203576341,60079.1
0.01384981299488683,0.375,0.0,0.9669876203576341,42480.399999999994
0.015709022919680807,0.125,0.0,0.9669876203576341,48182.6
0.01777044988269814,0.375,0.0,0.9669876203576341,54505.0
0.023607127443065975,0.25,0.0,0.9669876203576341,72406.09999999999
0.016504881624291243,0.25,0.0,0.9669876203576341,50623.5
0.01990993353541343,0.25,0.0,0.9669876203576341,61066.799999999996
0.02506738095384818,0.375,0.0,0.9669876203576341,76884.7
0.020711498138393597,0.25,0.0,0.9669876203576341,63525.2
0.018068297777598233,0.375,0.0,0.8698762035763411,55418.5
0.01359669934320545,0.125,0.0,0.6756533700137553,41704.1
0.021159753514319864,0.125,0.0,0.8698762035763411,64899.99999999999
0.004858686579795505,0.25,0.0,0.9669876203576341,14904.599999999999
0.0031542206187887014,0.125,0.0,0.9669876203576341,9677.0
0.001013367550464677,0.0,0.0,0.9669876203576341,3111.0
0.005226602906675924,0.125,0.0,0.9669876203576341,16032.999999999998
0.007610527245550597,0.25,0.0,0.9669876203576341,23344.5
0.007441632653806484,0.375,0.0,0.9669876203576341,22826.5
0.020479382192712836,0.375,0.0,0.9669876203576341,62813.299999999996
0.01530185001201662,0.625,0.0,0.9669876203576341,46933.799999999996
0.013557214526486894,0.5,0.0,0.9669876203576341,41583.0
0.00717938956473353,0.625,0.0,0.6756533700137553,22022.199999999997
0.061401857064507,0.5,0.0,0.5785419532324622,188322.59999999998
0.02538713949848805,0.5,0.0,0.6756533700137553,77865.4
0.024452285109590906,0.5,0.0,0.5785419532324622,74998.2
0.010333610183522232,0.125,0.0,0.7727647867950481,31696.199999999997
0.028078497641523967,0.375,0.0,0.6756533700137553,86119.79999999999
0.005299866641743302,0.375,0.0,0.9669876203576341,16257.699999999999
0.004717408536160902,0.375,0.0,0.9669876203576341,14471.3
0.005318810224330818,0.125,0.0,0.9669876203576341,16315.8
0.004006225363357314,0.25,0.0,0.7727647867950481,12290.099999999999
0.008948674531220507,0.375,0.0,0.5785419532324622,27448.6
0.053510143147295935,0.5,0.0,0.8698762035763411,164118.69999999998
0.063298954154476,0.25,0.0,0.9669876203576341,194141.0
0.005470815356900519,0.125,0.0,0.9669876203576341,16782.0
0.017324705102054555,0.25,0.0,0.0437414030261348,53137.899999999994
0.004742286253052941,0.25,0.0,0.780949105914718,14547.599999999999
0.00708604106740469,0.25,0.0,0.9669876203576341,21735.899999999998
0.038544484667224016,0.375,0.0,0.3439477303988996,118218.99999999999
0.026390008195952417,0.5,0.0,0.6822558459422283,80941.2
0.002195857928608256,0.125,0.0,0.9669876203576341,6737.7
0.0646503391243637,0.5,0.0,0.6955295735900963,198285.69999999998
0.025690465055823085,0.375,0.0,0.1486244841815681,78795.7
0.024896432238690966,0.375,0.0,0.29862448418156806,76360.4
0.03454624756158433,0.5,0.0,0.12166437414030261,105956.4
0.035438193594741076,0.375,0.0,0.2556396148555708,108692.0
0.0040685337735548045,0.25,0.0,0.013892709766162317,12481.199999999999
0.006183596181247633,0.375,0.0,0.2718707015130674,18968.1
0.004414995922565025,0.25,0.0,0.03239339752407153,13543.8
0.05611203280389443,0.375,0.0,0.010866574965612108,172098.69999999998
0.03442642369581993,0.5,0.0,0.008390646492434671,105588.9
0.0037072362887832764,0.25,0.0,0.022145804676753783,11373.099999999999
0.025370478275248427,0.25,0.0,0.06678129298486933,77814.29999999999
0.01517426612446938,0.5,0.0,0.08108665749656122,46542.5
0.003892335631897432,0.375,0.0,0.06334250343878954,11940.8
0.005626700500361639,0.5,0.0,0.38514442916093533,17260.1
0.01926471054776396,0.25,0.0,0.1515130674002751,59087.899999999994
0.0026557533372087794,0.375,0.0,0.0641678129298487,8148.2
0.003955100513964502,0.25,0.0,0.02083906464924347,12133.3
0.00030401026513940307,0.125,0.0,0.19552957359009632,935.4
0.0003980434702726118,0.125,0.0,0.04497936726272353,1223.8
0.00029670671522614414,0.125,0.0,0.009215955983493819,912.9999999999999
0.00029670671522614414,0.125,0.0,0.01788170563961486,912.9999999999999
0.0005066837752323385,0.125,0.0,0.014442916093535076,1557.0
0.0011074007555978856,0.125,0.0,0.014030261348005509,3399.3999999999996
0.0014187145706505476,0.125,0.0,0.010316368638239343,4354.2
0.0018240615908364185,0.125,0.0,0.06760660247592848,5597.4
0.01878016565820619,0.375,0.0,0.2322558459422283,57601.799999999996
0.007695887485161811,0.25,0.0,0.353232462173315,23606.3
0.0,0.0,0.0,0.1802613480055021,3.0
6.755783669764513e-05,0.125,0.0,0.08837689133425035,210.2
8.444729587205641e-05,0.125,0.0,0.3079092159559835,262.0
0.0,0.0,0.0,0.030536451169188447,3.0
6.755783669764513e-05,0.125,0.0,0.12166437414030261,210.2
0.00013511567339529026,0.125,0.0,0.3440165061898212,417.4
0.00020267351009293537,0.125,0.0,0.9669876203576341,624.5999999999999
0.0,0.0,0.0,0.7178817056396148,3.0
0.0,0.0,0.0,0.38954607977991745,3.0
0.0,0.0,0.0,0.5248968363136176,3.0
6.755783669764513e-05,0.125,0.0,0.03713892709766163,210.2
0.0,0.0,0.0,0.04484181568088033,3.0
6.755783669764513e-05,0.125,0.0,0.08108665749656122,210.2
0.008558162846795943,0.375,0.0,0.026341127922971122,26250.899999999998
0.00828542090472268,0.5,0.0,0.18535075653370015,25414.399999999998
0.0011653726830343784,0.125,0.0,0.8752407152682256,3577.2
0.00685734866074577,0.25,0.0,0.7004814305364512,21034.5
0.0044750219734146215,0.375,0.0,0.13741403026134802,13727.9
0.0025272565059223802,0.125,0.0,0.4814305364511692,7754.099999999999
0.0036887491780653397,0.125,0.0,0.4814305364511692,11316.4
0.001712910690594009,0.125,0.0,0.2875515818431912,5256.5
0.0007253338007605278,0.125,0.0,0.020495185694635487,2227.6
0.005256958286002906,0.125,0.0,0.01485557083906465,16126.099999999999
0.0016770776488320824,0.125,0.0,0.1941540577716644,5146.599999999999
0.003798074190829434,0.25,0.0,0.0035763411279229745,11651.699999999999
0.0024448633334634277,0.25,0.0,0.01788170563961486,7501.4
0.0049833034001904855,0.125,0.0,0.013480055020632736,15286.8
0.0011338761240334493,0.125,0.0,0.016781292984869335,3480.6
0.004566544583265148,0.125,0.0,0.01671251719394773,14008.599999999999
0.0019196924475131526,0.125,0.0,0.008459422283356256,5890.7
0.005318353752461239,0.125,0.0,0.008390646492434671,16314.4
0.005145807385760497,0.125,0.0,0.014167812929848693,15785.199999999999
0.0024934775875735575,0.125,0.0,0.015749656121045397,7650.499999999999
0.0024953034750518723,0.125,0.0,0.01595598349381018,7656.099999999999
0.0043704899152811035,0.125,0.0,0.011691884456671256,13407.3
